T,1,2
1000,4.484487222804994e-09,0.0
2000,1.1167776114786911,2.1489741057773645e-12
3000,31.81266916233793,0.004398387624575335
4000,153.27613078146737,1.4221062558607986
5000,98.29181298844692,7.901475696690915
6000,10.465874625781888,15.588036612599756
7000,0.9612113447780266,25.71113808677517
8000,0.11081872834752556,36.75744880360928
9000,0.015141235331323903,46.59670555411441
10000,0.0014788124897604385,44.467570850957244
11000,6.605708708812944e-05,27.46770774649406
12000,3.187094951405482e-06,13.16754631948625
13000,2.2508695092685838e-07,5.696044494578508
14000,2.2418976770780566e-08,2.395837254335421
15000,2.8536500403281274e-09,0.9577538202347368
16000,3.472287880484719e-10,0.27271527297943676
17000,2.625222642705031e-11,0.039786712216159106
18000,1.546398200037466e-12,0.004279181678731816
19000,9.380043462031719e-14,0.0005044410252787289
