T,0,1,2,3
17900.0,5.430257377609692e-28,3.2996441301630634e-16,4.6738781481301633e-07,0.041075163954620526
18000.0,4.029579222432379e-28,2.5292572431078227e-16,3.7349297733821e-07,0.03544873308280364
18100.0,2.9949813368109276e-28,1.941666116736638e-16,2.9884207721581194e-07,0.030611757134608713
18200.0,2.229998194008872e-28,1.4930764384858553e-16,2.394508404093171e-07,0.02645433727751995
18300.0,1.6636332795624527e-28,1.1501997645739355e-16,1.9215710748814565e-07,0.022880850539468495
18400.0,1.2436776716636445e-28,8.877592479355209e-17,1.5445526486530283e-07,0.01980849786011243
18500.0,9.317492990136067e-29,6.865709789789579e-17,1.243620121372534e-07,0.01716585752990769
18600.0,6.996261970035889e-29,5.3207589409397444e-17,1.0030836614739358e-07,0.014891504376874325
18700.0,5.265453572035703e-29,4.132210158677926e-17,8.105329637021927e-08,0.012932729978535059
18800.0,3.972177409333533e-29,3.216095033576937e-17,6.56149822880939e-08,0.011244381465043292
18900.0,3.003719795011396e-29,2.5085634026100314e-17,5.321629304317397e-08,0.009787824470630082
19000.0,0.0,1.961006272122634e-17,4.324166225583445e-08,0.008530028029775039
19100.0,0.0,1.5363673373639888e-17,3.520304149871478e-08,0.007442764515409324
19200.0,0.0,1.2063544172436781e-17,2.8713055616661798e-08,0.0065019151551226236
19300.0,0.0,9.493310948679664e-18,2.346385249255778e-08,0.005686870543829203
19400.0,0.0,7.487219635028267e-18,1.9210444642324937e-08,0.0049800153917502
19500.0,0.0,5.9180548837556146e-18,1.575758809379007e-08,0.004366287145796845
19600.0,0.0,4.6879938417294e-18,1.2949443845058106e-08,0.003832798852158229
19700.0,0.0,3.7216680994645436e-18,1.0661426922542044e-08,0.003368517521045275
19800.0,0.0,2.9608936077005427e-18,8.793774953915945e-09,0.0029639902023151413
19900.0,0.0,2.3606616172599546e-18,7.266468524830356e-09,0.0026111109151430558
